Row,Alanine and aspartate metabolism,Aminobenzoate degradation,Aminophosphonate metabolism,Aminosugar metabolism,Arginine and proline metabolism,Ascorbate and aldarate metabolism,Atrazine degradation,Benzoate degradation,Beta-alanine metabolism,Bile acid metabolism,Bile acid synthesis,Biosynthesis of siderophore group nonribosomal peptides,Biotin metabolism,Butanoate metabolism,C5-branched dibasic acid metabolism,Caffeine metabolism,Carbon fixation in photosynthetic organisms,Carbon fixation pathways in prokaryotes,Cell wall biosynthesis,Chloroalkane and chloroalkene degradation,Cholesterol metabolism,Chondroitin sulfate degradation,Citric acid cycle,CoA catabolism,CoA synthesis,Cyanoamino acid metabolism,D-Arginine and D-ornithine metabolism,Drug metabolism,Exchange/demand reaction,Fatty acid oxidation,Fatty acid synthesis,Folate metabolism,Fructose and mannose metabolism,Galactose metabolism,Glutamate metabolism,Glutathione metabolism,Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism","Glycine, serine, alanine, and threonine metabolism",Glycolysis/gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Heme synthesis,Heparan sulfate degradation,Histidine metabolism,Histone phosphorylation,Hyaluronan metabolism,Inositol phosphate metabolism,Isoquinoline alkaloid biosynthesis,Lipopolysaccharide biosynthesis,Lysine metabolism,Methane metabolism,Methionine and cysteine metabolism,Miscellaneous,N-glycan degradation,N-glycan metabolism,NAD metabolism,"Neomycin, kanamycin and gentamicin biosynthesis",Nitrogen metabolism,Nucleotide interconversion,Nucleotide salvage pathway,Nucleotide sugar metabolism,O-glycan degradation,Others,Oxalate metabolism,Oxidative phosphorylation,Pentose and glucuronate interconversions,Pentose phosphate pathway,Peptide metabolism,Phenylalanine metabolism,Phenylpropanoid biosynthesis,Phosphonate and phosphinate metabolism,Plant polysaccharide degradation,Polycyclic aromatic hydrocarbon degradation,Porphyrin and chlorophyll metabolism,Primary amine metabolism,Propanoate metabolism,Purine catabolism,Purine synthesis,Pyrimidine catabolism,Pyrimidine synthesis,Pyruvate metabolism,R group synthesis,ROS detoxification,Respiration,Retinol metabolism,Sphingolipid metabolism,Squalene and cholesterol synthesis,Starch and sucrose metabolism,Steroid metabolism,Stickland reaction,Sulfur metabolism,Taurine and hypotaurine metabolism,Terpenoid backbone biosynthesis,Tetrahydrobiopterin metabolism,Thiamine metabolism,Toluene degradation,"Transport, extracellular","Transport, periplasmatic","Tropane, piperidine and pyridine alkaloid biosynthesis",Tryptophan metabolism,Tyrosine metabolism,Ubiquinone and other terpenoid-quinone biosynthesis,Unassigned,Urea cycle,Valerate metabolism,"Valine, leucine, and isoleucine metabolism",Vitamin B12 metabolism,Vitamin B2 metabolism,Vitamin B6 metabolism,Vitamin C metabolism,Wood-Ljungdahl Pathway,Xenobiotics metabolism,Zeatin biosynthesis,tRNA Charging
Campylobacter_jejuni_subsp_jejuni_129_258.mat,4,0,0,1,11,1,0,6,2,8,0,0,1,0,1,0,1,0,2,0,4,0,4,1,0,1,0,1,42,4,10,3,4,3,1,1,38,0,9,2,4,1,0,2,1,0,0,0,0,9,2,6,1,0,0,2,0,1,9,0,0,0,2,1,0,10,5,0,3,0,0,1,0,0,1,5,5,1,4,0,0,0,0,4,1,0,4,3,1,1,5,2,2,0,2,0,56,30,0,3,4,5,0,2,0,10,13,2,3,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_1336.mat,3,0,0,1,11,2,0,5,1,8,0,0,1,0,1,0,1,0,2,0,1,0,2,1,0,0,0,3,33,3,12,3,4,4,1,1,36,0,4,2,1,1,0,2,2,0,0,0,1,9,2,7,1,0,0,2,0,1,13,0,1,0,2,1,0,13,4,0,4,0,0,1,0,0,1,5,8,0,4,0,1,0,0,5,1,0,3,3,1,1,4,2,2,0,2,2,43,28,0,2,5,5,0,1,0,9,1,1,3,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_140_16.mat,3,0,0,1,13,1,0,6,0,8,0,0,1,0,1,0,0,0,4,0,1,0,2,1,0,0,0,4,23,2,12,2,3,4,0,2,39,0,6,5,2,1,0,1,1,0,0,0,0,8,2,3,1,0,0,1,0,1,7,1,1,0,0,2,0,9,4,0,3,0,0,0,0,0,0,4,6,0,5,2,3,0,0,2,1,0,3,0,1,1,4,2,2,0,2,0,44,27,0,2,2,3,0,0,0,10,12,1,2,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_1798.mat,5,0,0,1,10,1,0,5,3,8,0,0,0,0,1,0,1,0,4,0,1,0,1,0,0,0,0,3,29,4,9,4,4,3,1,0,43,0,5,4,2,1,0,1,1,0,0,0,1,9,2,4,4,0,0,1,0,1,12,0,1,0,1,2,0,8,4,0,4,0,0,0,0,0,0,6,7,0,6,1,1,0,0,3,1,0,3,0,1,1,3,0,2,0,1,0,46,28,0,2,2,1,0,1,0,10,20,0,4,0,0,0,0,0
Campylobacter_jejuni_subsp_jejuni_1854.mat,3,0,0,2,13,3,0,6,3,7,0,0,1,0,1,0,0,0,3,0,2,0,1,1,0,0,0,2,23,3,14,3,4,7,1,0,46,0,6,3,3,1,0,1,1,0,0,0,0,7,2,4,1,0,0,1,0,1,8,0,1,0,1,1,0,9,4,0,3,0,0,0,0,0,0,4,7,0,5,0,0,0,0,2,1,0,3,0,1,1,4,2,2,0,2,0,48,31,0,2,4,3,1,1,0,10,12,1,2,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_1893.mat,4,0,0,1,11,1,0,5,1,7,0,0,1,0,1,0,0,0,2,0,1,0,3,2,0,0,0,3,43,3,13,3,3,4,0,2,39,0,6,4,1,1,0,2,1,0,0,0,1,8,2,5,1,0,0,2,0,0,10,1,0,0,1,2,0,12,4,0,4,0,0,3,0,0,0,5,6,0,4,1,0,0,0,3,1,0,4,2,1,0,4,2,2,0,2,0,61,32,0,2,4,3,0,1,0,11,13,2,1,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_1997_1.mat,3,0,0,1,11,1,0,6,3,8,0,0,1,0,1,0,0,0,2,0,1,0,4,1,0,0,0,3,25,3,12,3,3,6,1,0,40,0,6,5,2,1,0,2,1,0,0,0,0,7,2,5,1,0,0,1,0,1,8,0,1,0,0,2,0,9,4,0,7,0,0,0,0,0,0,5,7,0,5,0,1,0,0,3,1,0,3,0,1,0,4,2,2,0,2,0,46,28,0,3,4,3,0,0,0,12,12,1,2,0,0,0,1,0
Campylobacter_jejuni_subsp_jejuni_1997_11.mat,3,0,0,1,11,1,0,5,1,7,0,0,1,0,1,0,0,0,2,0,1,0,3,1,0,0,0,4,21,5,11,3,3,4,1,0,35,0,6,3,2,1,0,1,1,0,0,0,0,7,2,4,1,0,0,1,0,1,8,1,1,0,1,2,0,6,4,0,5,0,0,0,0,0,1,4,7,1,6,1,1,0,0,3,1,0,3,0,1,0,4,2,2,1,2,0,36,27,0,2,4,3,0,1,0,8,12,1,2,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_1997_7.mat,3,0,0,3,13,1,0,5,0,8,0,0,1,0,1,0,1,0,2,0,1,0,3,1,0,0,0,3,44,3,12,4,3,4,1,1,38,0,6,5,2,1,0,2,1,0,0,0,1,8,4,7,1,0,0,1,0,1,9,1,0,0,1,2,0,11,4,0,4,0,0,1,0,0,0,4,4,0,4,2,1,0,0,3,1,0,4,0,1,0,3,2,2,0,2,0,62,33,0,2,4,5,0,1,0,11,13,1,1,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_2008_1025.mat,4,0,0,1,13,1,0,6,1,7,0,0,1,2,0,0,0,0,3,0,1,0,2,1,0,0,0,3,24,10,27,3,3,6,1,0,42,0,7,3,2,1,0,1,2,0,0,0,0,10,2,5,2,0,0,1,0,1,8,1,2,0,0,1,0,11,4,0,4,0,0,2,0,0,0,3,6,0,6,2,0,0,0,2,1,0,3,1,1,0,5,2,2,1,3,0,39,28,0,2,4,3,0,0,0,11,12,1,5,0,2,0,0,0
Campylobacter_jejuni_subsp_jejuni_2008_831.mat,3,0,0,1,11,1,0,6,1,7,0,0,1,1,0,0,0,0,3,0,4,0,2,1,0,0,0,4,48,7,29,3,3,3,1,1,38,0,11,5,4,1,0,2,1,0,0,0,1,8,4,6,1,0,0,3,0,1,10,1,1,0,0,1,0,9,5,0,3,0,0,4,0,0,0,4,5,1,5,0,0,0,0,2,1,0,4,1,1,0,5,2,2,0,2,0,56,30,0,2,4,4,0,2,0,13,13,2,3,0,2,0,0,0
Campylobacter_jejuni_subsp_jejuni_2008_894.mat,3,0,0,3,12,2,0,6,1,7,0,0,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,3,21,2,13,3,4,4,1,0,34,0,6,4,2,1,0,1,1,0,0,0,0,8,2,5,1,0,0,1,0,0,11,0,1,0,1,2,0,7,4,0,4,0,0,0,0,0,1,5,7,0,5,1,0,0,0,1,1,0,4,1,1,0,3,2,2,0,2,0,38,23,0,3,3,3,1,1,0,8,12,1,2,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_2008_988.mat,3,0,0,1,13,1,0,6,2,8,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,3,29,9,27,3,3,5,0,0,38,0,6,4,1,1,0,1,2,0,0,0,0,9,2,4,2,0,0,1,0,0,9,0,1,0,0,1,0,9,4,0,2,0,0,2,0,0,0,3,6,0,5,1,1,0,0,1,1,0,3,0,1,0,4,0,2,0,1,0,47,34,0,1,2,0,0,2,0,15,20,0,4,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_260_94.mat,3,0,0,1,12,2,0,6,3,7,0,0,0,0,1,0,1,0,2,0,1,0,3,0,0,1,0,3,44,2,14,5,4,4,1,1,36,0,6,5,3,2,0,2,1,0,0,0,0,8,2,4,1,0,0,4,0,3,11,1,2,0,1,2,0,6,4,0,2,0,0,2,0,0,0,5,6,0,2,3,1,0,0,3,1,0,4,2,1,0,4,0,2,0,1,0,53,28,0,2,2,0,0,2,0,11,21,0,3,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_414.mat,3,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,4,0,0,1,0,0,22,4,12,5,1,2,1,1,36,0,0,4,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,13,1,0,0,0,0,0,5,2,0,3,0,1,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,4,0,2,1,3,0,41,30,0,1,1,1,0,1,0,9,0,0,4,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_51037.mat,4,0,0,1,12,2,0,5,3,7,0,0,1,0,1,0,1,0,2,0,1,0,3,2,0,0,0,4,44,4,10,2,4,5,0,1,36,0,9,4,2,2,0,2,1,0,0,0,1,7,2,6,2,0,0,3,0,1,13,0,2,0,2,2,0,11,5,0,4,0,0,2,0,0,0,1,7,0,2,0,0,0,0,4,1,0,4,4,1,0,5,2,2,0,2,0,61,26,0,2,4,3,0,2,0,8,12,2,2,0,2,0,1,0
Campylobacter_jejuni_subsp_jejuni_53161.mat,3,0,0,1,13,2,0,6,3,7,0,0,1,0,0,0,0,0,2,0,1,0,2,1,0,0,0,4,18,2,13,2,4,4,1,0,43,0,6,4,3,1,0,1,1,0,0,0,0,8,2,8,1,0,0,1,0,1,10,2,0,0,0,2,0,7,4,0,3,0,0,0,0,0,0,0,8,0,7,0,1,0,0,2,1,0,3,0,1,0,4,2,2,0,2,0,43,28,0,2,1,3,0,1,0,8,12,1,6,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_55037.mat,3,0,0,1,11,2,0,5,1,7,0,0,1,0,1,0,1,0,2,0,4,0,2,2,0,1,0,3,54,4,11,3,4,4,0,1,38,0,6,4,3,1,0,2,1,0,0,0,1,7,4,7,1,0,0,4,0,1,15,1,1,0,1,2,0,7,5,0,7,0,0,2,0,0,1,6,8,0,4,0,1,0,0,4,1,0,4,4,1,0,3,2,2,0,2,2,71,33,0,2,2,5,0,1,0,7,14,2,1,0,2,2,0,0
Campylobacter_jejuni_subsp_jejuni_60004.mat,3,0,0,1,12,1,0,5,1,7,0,0,1,1,0,0,1,0,2,0,1,0,3,1,0,0,0,3,22,9,28,2,3,5,0,0,36,0,7,2,3,1,0,1,2,0,0,0,0,6,2,4,1,0,0,1,0,1,8,1,1,0,0,1,0,13,4,0,4,0,0,0,0,0,0,4,8,0,7,1,0,0,0,1,1,0,3,0,1,1,4,2,2,0,2,2,46,31,0,1,2,3,0,0,0,14,12,1,4,0,2,1,0,0
Campylobacter_jejuni_subsp_jejuni_6399.mat,5,0,0,3,12,1,0,5,2,7,0,0,1,2,0,0,0,0,2,0,1,0,3,1,0,0,0,2,34,9,26,2,3,4,0,1,47,0,7,5,3,2,0,1,2,0,0,0,0,10,2,5,2,0,0,2,0,1,10,1,1,0,2,1,0,10,4,0,4,0,0,2,0,0,0,5,7,1,6,1,0,0,0,2,1,0,4,1,1,0,5,2,2,0,2,2,54,31,0,1,2,5,0,1,0,12,12,1,6,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_81116.mat,3,0,0,3,9,2,0,7,1,8,0,0,1,0,1,0,0,0,2,0,1,0,2,1,0,1,0,4,23,5,9,2,3,4,0,0,33,0,6,5,2,1,0,1,2,0,0,0,0,8,2,8,3,0,0,2,0,0,10,2,1,0,1,3,0,5,4,0,6,0,0,0,0,0,1,5,8,0,5,0,0,0,0,1,1,0,3,1,1,1,4,2,2,0,2,0,44,29,0,3,2,3,0,0,0,9,12,1,2,0,2,1,0,0
Campylobacter_jejuni_subsp_jejuni_84_25.mat,5,0,0,1,10,1,0,6,1,7,0,0,1,1,0,0,1,0,2,0,4,0,4,1,0,0,0,3,39,8,27,3,3,5,0,1,38,0,7,4,4,1,0,2,1,0,0,0,0,9,2,5,1,0,0,3,0,1,9,0,1,0,0,3,0,8,5,0,3,0,0,3,0,0,0,4,6,0,5,0,4,0,0,3,1,0,4,3,1,1,5,2,2,0,2,0,50,26,0,2,2,5,0,1,0,15,13,3,3,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_86605.mat,3,0,0,1,11,1,0,6,1,7,0,0,1,1,0,0,1,0,2,0,1,0,2,2,0,0,0,2,48,7,29,4,3,4,1,1,39,0,6,4,4,1,0,2,1,0,0,0,1,7,2,5,1,0,0,3,0,1,11,1,1,0,1,2,0,13,4,0,7,0,0,3,0,0,0,4,4,1,5,0,0,0,0,3,1,0,4,3,1,0,5,2,2,0,2,0,65,34,0,3,3,3,0,1,0,15,14,2,2,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_87330.mat,3,0,0,2,12,1,0,5,1,7,0,0,1,3,0,0,0,0,4,0,2,0,2,1,0,0,0,3,21,9,26,2,4,6,0,0,47,0,6,3,2,1,0,1,2,0,0,0,0,8,2,3,1,0,0,2,0,1,9,1,1,0,0,1,0,13,4,0,4,0,0,0,0,0,0,2,7,0,6,1,0,0,0,2,1,0,3,2,1,0,4,2,2,0,2,0,41,27,0,1,2,3,0,1,0,13,12,1,4,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_CF93_6.mat,3,0,0,1,11,1,0,6,2,7,0,0,0,1,0,0,1,0,2,0,1,0,3,1,0,0,0,3,45,7,28,4,4,3,1,2,36,0,6,4,3,1,0,2,2,0,0,0,1,8,2,7,1,0,0,6,0,3,11,2,2,0,0,1,0,8,4,0,2,0,0,3,0,0,0,4,6,1,5,0,2,0,0,5,1,0,4,2,1,1,4,0,2,0,1,0,55,34,0,1,2,1,0,2,0,15,21,1,3,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_CG8421.mat,3,0,0,3,12,2,0,6,3,8,0,0,1,0,1,0,0,0,2,0,1,0,2,1,0,0,0,4,22,3,11,2,4,4,0,0,39,0,8,4,2,2,0,1,1,0,0,0,0,8,2,3,1,0,0,2,0,1,14,2,1,0,0,2,0,9,4,0,3,0,0,0,0,0,0,0,8,0,5,0,1,0,0,3,1,0,3,1,1,0,6,2,2,0,2,0,46,30,0,2,4,3,1,1,0,10,15,1,5,0,2,0,0,0
Campylobacter_jejuni_subsp_jejuni_CG8486.mat,3,0,1,1,7,0,0,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,16,2,12,1,1,3,2,0,46,0,1,3,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,10,3,0,0,1,0,0,6,4,0,3,0,1,1,0,0,0,2,6,1,1,0,0,0,0,3,0,0,0,0,0,1,5,2,2,0,2,2,37,22,0,1,3,3,0,0,0,7,0,1,4,0,0,1,0,0
Campylobacter_jejuni_subsp_jejuni_D2600.mat,3,0,0,1,12,1,0,6,1,8,0,0,1,2,0,0,1,0,2,0,1,0,2,2,0,0,0,2,43,8,27,3,3,3,0,1,38,0,7,5,1,1,0,2,1,0,0,0,1,7,2,4,1,0,0,4,0,1,9,2,1,0,1,2,0,13,6,0,3,0,0,3,0,0,0,6,4,1,3,1,0,0,0,4,1,0,4,1,1,0,5,2,2,0,2,0,61,30,0,2,4,4,0,1,0,12,13,2,2,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_DFVF1099.mat,4,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,35,2,12,3,3,2,2,1,39,0,1,2,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,6,2,1,0,2,0,0,6,7,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,2,0,3,2,59,40,0,1,3,3,0,0,0,8,0,1,4,0,1,1,1,0
Campylobacter_jejuni_subsp_jejuni_H22082.mat,3,0,0,3,12,1,0,5,1,4,0,0,1,3,1,0,0,0,2,0,1,0,2,1,0,0,0,4,25,8,26,2,3,7,1,0,42,0,6,3,1,1,0,1,2,0,0,0,0,10,2,4,3,0,0,1,0,0,6,1,1,0,0,1,0,12,4,0,4,0,0,1,0,0,0,3,6,2,4,1,0,0,0,2,1,0,3,0,1,0,3,2,2,1,2,0,41,26,0,1,4,3,0,0,0,16,12,1,2,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_HB93_13.mat,3,0,0,3,12,1,0,5,2,7,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,4,24,4,9,3,5,4,1,0,36,0,6,6,3,2,0,1,1,0,0,0,0,11,2,4,1,0,0,1,0,3,13,0,1,0,2,2,0,2,4,0,5,0,0,0,0,0,1,6,5,0,7,0,2,0,0,2,0,0,2,0,1,1,3,0,2,1,1,0,44,27,0,1,1,0,0,2,0,12,19,0,4,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_IA3902.mat,3,0,0,3,11,2,0,6,1,8,0,0,1,0,0,0,0,0,5,0,1,0,2,1,0,0,0,3,22,2,12,2,5,5,0,2,38,0,6,4,3,2,0,1,3,0,0,0,0,8,2,3,1,1,0,1,0,0,10,0,2,0,0,1,0,8,4,0,7,0,0,2,0,0,0,1,7,0,6,0,0,0,0,3,1,0,4,0,1,0,4,2,2,0,3,0,40,30,0,3,2,3,0,0,0,8,12,1,5,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_ICDCCJ07001.mat,3,0,0,1,7,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,1,0,1,19,3,10,2,0,0,1,0,40,0,1,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,2,0,0,1,0,0,7,5,0,4,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,5,2,2,0,2,2,40,19,0,1,3,3,0,0,0,8,0,1,4,0,1,2,0,0
Campylobacter_jejuni_subsp_jejuni_ICDCCJ07002.mat,3,0,0,3,11,2,0,7,3,7,0,0,1,0,1,0,0,0,2,0,1,0,2,1,0,1,0,3,20,4,11,4,5,4,1,2,41,0,3,3,2,1,0,1,1,0,0,0,0,7,2,5,1,0,0,1,0,1,7,1,1,0,2,2,0,8,4,0,7,0,0,0,0,0,0,5,5,1,5,1,1,0,0,2,1,0,3,0,1,1,4,2,2,1,2,0,42,32,0,3,4,3,0,1,0,9,0,1,2,0,1,1,0,0
Campylobacter_jejuni_subsp_jejuni_LMG_23210.mat,4,0,0,1,13,1,0,5,3,8,0,0,1,0,1,0,1,0,2,0,4,0,3,1,0,0,0,4,45,2,15,3,5,4,0,1,36,0,9,6,3,1,0,2,1,0,0,0,0,7,2,6,2,0,0,3,0,2,11,1,1,0,1,2,0,8,5,0,4,0,0,1,0,0,0,1,8,1,2,0,0,0,0,5,1,0,4,1,1,0,4,2,2,0,2,0,61,31,0,2,4,5,0,2,0,8,13,1,1,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_LMG_23211.mat,3,0,0,1,10,1,0,7,2,7,0,0,1,0,1,0,0,0,2,0,2,0,2,1,0,1,0,3,21,1,14,4,4,7,1,0,45,0,5,3,2,1,0,1,2,0,0,0,0,7,2,3,1,0,0,1,0,1,7,1,1,0,1,1,0,14,4,0,6,0,0,1,0,0,1,6,7,0,5,0,0,0,0,1,1,0,3,0,1,0,4,2,2,0,2,0,42,28,0,3,4,3,0,1,0,8,12,1,3,0,1,1,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_23216.mat,3,0,0,3,12,0,0,6,2,7,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,3,18,2,14,3,6,6,1,2,42,0,2,4,2,1,0,1,0,0,0,0,0,7,2,10,1,0,0,2,0,0,7,0,0,0,0,2,0,9,5,0,4,0,0,0,0,0,0,5,6,1,4,0,0,0,0,1,1,0,3,0,1,0,4,3,1,1,1,0,42,21,0,2,4,0,0,1,0,7,0,1,4,0,1,1,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_23218.mat,3,0,0,1,12,1,0,5,1,7,0,0,1,1,0,0,0,0,2,0,1,0,3,1,0,0,0,4,25,8,27,2,3,6,0,0,40,0,7,2,1,1,0,2,2,0,0,0,0,7,2,6,2,0,0,1,0,2,10,0,1,0,2,2,0,11,4,0,4,0,0,0,0,0,1,5,6,1,5,0,0,0,0,1,1,0,3,0,1,0,4,2,2,0,2,0,45,37,0,1,4,3,0,0,0,12,13,1,4,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_23223.mat,3,0,0,1,12,1,0,6,2,8,0,0,1,0,1,0,0,0,5,0,1,0,2,1,0,0,0,2,19,3,11,2,2,5,0,0,45,0,6,2,1,1,0,1,2,0,0,0,0,7,2,5,1,1,0,1,0,1,9,1,2,0,1,1,0,10,4,0,3,0,0,1,0,0,0,3,6,0,7,0,0,0,0,2,1,0,3,2,1,0,4,2,2,0,2,0,38,35,0,2,4,0,0,1,0,6,12,1,4,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_23264.mat,3,0,0,1,12,1,0,5,1,7,0,0,1,1,0,0,0,0,3,0,1,0,3,1,0,0,0,3,20,9,27,2,3,5,0,0,35,0,7,2,1,1,0,1,2,0,0,0,0,7,2,4,2,0,0,1,0,0,8,1,2,0,0,1,0,11,4,0,5,0,0,0,0,0,0,4,7,0,6,1,1,0,0,2,1,0,3,1,1,0,4,2,2,1,2,0,44,29,0,1,4,3,0,1,0,13,12,1,5,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_LMG_23269.mat,3,0,0,1,13,2,0,6,2,7,0,0,1,0,1,0,1,0,2,0,4,0,3,1,0,0,0,3,39,5,14,4,3,3,1,2,35,0,6,3,4,1,0,2,1,0,0,0,0,9,4,8,1,0,0,3,0,1,11,1,1,0,0,2,0,10,6,0,3,0,0,1,0,0,0,1,8,1,3,1,0,0,0,2,1,0,4,4,1,0,4,2,2,0,2,0,57,29,0,2,3,6,0,1,0,12,13,2,2,0,1,0,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_23357.mat,3,0,0,1,10,1,0,6,2,7,0,0,1,0,1,0,1,0,2,0,4,0,2,1,0,1,0,3,49,1,15,3,4,4,1,1,39,0,6,5,2,1,0,2,1,0,2,0,1,8,2,7,1,0,0,3,0,1,9,1,1,0,1,1,0,15,8,0,3,0,0,3,0,0,1,5,4,1,4,0,0,0,0,2,1,0,4,3,1,0,4,2,2,0,1,0,61,31,0,2,3,6,0,1,0,10,14,2,1,0,1,1,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_9081.mat,3,0,0,1,11,1,0,5,1,8,0,0,1,0,1,0,0,0,4,0,2,0,3,1,0,0,0,3,22,3,14,2,4,6,0,0,38,0,5,4,2,1,0,1,1,0,0,0,0,7,2,6,1,0,0,1,0,1,9,0,1,0,0,1,0,12,4,0,5,0,0,1,0,0,0,4,8,1,7,1,0,0,0,2,1,0,3,1,1,0,4,2,2,1,2,0,55,30,0,2,4,3,0,0,0,8,12,1,3,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_LMG_9217.mat,3,0,0,3,12,2,0,5,2,8,0,0,1,3,1,0,0,0,2,0,1,0,2,1,0,0,0,4,21,10,25,3,4,5,1,0,37,0,5,4,4,1,0,2,1,0,0,0,0,7,2,3,2,0,0,1,0,0,7,2,1,0,1,2,0,9,4,0,5,0,0,1,0,0,0,4,6,0,5,0,2,0,0,1,1,0,4,1,1,0,4,2,2,1,2,0,40,29,0,1,4,3,0,1,0,12,12,1,2,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_LMG_9872.mat,3,0,0,1,10,2,0,5,1,8,0,0,1,0,1,0,0,0,2,0,1,0,3,1,0,0,0,3,29,1,14,2,4,5,0,2,38,0,6,3,3,1,0,1,1,0,0,0,0,9,2,3,1,0,0,2,0,2,7,1,1,0,1,2,0,11,4,0,3,0,0,1,0,0,1,5,7,1,6,0,2,0,0,3,1,0,3,0,1,0,3,2,2,0,2,0,48,32,0,2,4,3,0,1,0,9,12,1,3,0,2,0,1,0
Campylobacter_jejuni_subsp_jejuni_LMG_9879.mat,4,0,0,3,13,1,0,6,2,7,0,0,1,2,1,0,1,0,2,0,1,0,4,1,0,0,0,4,37,7,29,3,3,5,1,1,35,0,6,4,4,1,0,2,1,0,0,0,0,8,2,4,1,0,0,3,0,1,9,1,1,0,1,3,0,12,5,0,3,0,0,3,0,0,0,4,4,1,6,0,3,0,0,3,1,0,4,2,1,1,5,2,2,0,1,0,57,30,0,3,2,3,0,1,0,15,13,2,1,0,1,0,0,0
Campylobacter_jejuni_subsp_jejuni_NCTC_11168_BN148.mat,3,0,0,2,10,1,0,6,3,8,0,0,1,2,0,0,0,0,3,0,1,0,2,1,0,0,0,4,18,9,25,2,4,6,0,0,45,0,6,4,2,1,0,1,1,0,0,0,0,9,2,5,1,0,0,1,0,1,7,1,1,0,1,1,0,10,4,0,3,0,0,0,0,0,0,3,7,1,4,1,0,0,0,2,1,0,3,2,1,0,5,2,2,0,2,2,42,33,0,1,4,3,0,1,0,11,12,1,5,0,0,1,0,0
Campylobacter_jejuni_subsp_jejuni_NW.mat,4,0,0,1,11,1,0,5,2,4,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,4,20,3,12,3,5,6,1,0,39,0,3,2,2,1,0,1,2,0,0,0,0,8,2,3,1,0,0,1,0,1,5,1,1,0,0,1,0,11,4,0,5,0,0,2,0,0,0,0,7,1,4,2,1,0,0,2,1,0,3,2,1,0,4,2,2,1,2,0,45,29,0,2,4,3,0,1,0,9,0,1,4,0,1,0,0,0
