Row,Alanine and aspartate metabolism,Aminobenzoate degradation,Aminophosphonate metabolism,Aminosugar metabolism,Arginine and proline metabolism,Ascorbate and aldarate metabolism,Atrazine degradation,Benzoate degradation,Beta-alanine metabolism,Bile acid metabolism,Bile acid synthesis,Biosynthesis of siderophore group nonribosomal peptides,Biotin metabolism,Butanoate metabolism,C5-branched dibasic acid metabolism,Caffeine metabolism,Carbon fixation in photosynthetic organisms,Carbon fixation pathways in prokaryotes,Cell wall biosynthesis,Chloroalkane and chloroalkene degradation,Cholesterol metabolism,Chondroitin sulfate degradation,Citric acid cycle,CoA catabolism,CoA synthesis,Cyanoamino acid metabolism,D-Arginine and D-ornithine metabolism,Drug metabolism,Exchange/demand reaction,Fatty acid oxidation,Fatty acid synthesis,Folate metabolism,Fructose and mannose metabolism,Galactose metabolism,Glutamate metabolism,Glutathione metabolism,Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism","Glycine, serine, alanine, and threonine metabolism",Glycolysis/gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Heme synthesis,Heparan sulfate degradation,Histidine metabolism,Histone phosphorylation,Hyaluronan metabolism,Inositol phosphate metabolism,Isoquinoline alkaloid biosynthesis,Lipopolysaccharide biosynthesis,Lysine metabolism,Methane metabolism,Methionine and cysteine metabolism,Miscellaneous,N-glycan degradation,N-glycan metabolism,NAD metabolism,"Neomycin, kanamycin and gentamicin biosynthesis",Nitrogen metabolism,Nucleotide interconversion,Nucleotide salvage pathway,Nucleotide sugar metabolism,O-glycan degradation,Others,Oxalate metabolism,Oxidative phosphorylation,Pentose and glucuronate interconversions,Pentose phosphate pathway,Peptide metabolism,Phenylalanine metabolism,Phenylpropanoid biosynthesis,Phosphonate and phosphinate metabolism,Plant polysaccharide degradation,Polycyclic aromatic hydrocarbon degradation,Porphyrin and chlorophyll metabolism,Primary amine metabolism,Propanoate metabolism,Purine catabolism,Purine synthesis,Pyrimidine catabolism,Pyrimidine synthesis,Pyruvate metabolism,R group synthesis,ROS detoxification,Respiration,Retinol metabolism,Sphingolipid metabolism,Squalene and cholesterol synthesis,Starch and sucrose metabolism,Steroid metabolism,Stickland reaction,Sulfur metabolism,Taurine and hypotaurine metabolism,Terpenoid backbone biosynthesis,Tetrahydrobiopterin metabolism,Thiamine metabolism,Toluene degradation,"Transport, extracellular","Transport, periplasmatic","Tropane, piperidine and pyridine alkaloid biosynthesis",Tryptophan metabolism,Tyrosine metabolism,Ubiquinone and other terpenoid-quinone biosynthesis,Unassigned,Urea cycle,Valerate metabolism,"Valine, leucine, and isoleucine metabolism",Vitamin B12 metabolism,Vitamin B2 metabolism,Vitamin B6 metabolism,Vitamin C metabolism,Wood-Ljungdahl Pathway,Xenobiotics metabolism,Zeatin biosynthesis,tRNA Charging
Abiotrophia_defectiva_ATCC_49176.mat,4,0,0,3,7,0,0,2,0,0,0,0,4,4,0,0,0,0,2,0,0,0,2,1,2,0,0,0,42,10,48,10,5,1,0,0,44,0,4,1,4,6,0,2,2,0,0,0,0,3,1,7,2,0,0,1,0,1,9,0,1,0,0,1,0,8,5,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,2,0,0,2,2,1,1,5,0,48,24,0,3,1,1,0,2,0,14,4,1,7,0,0,0,1,1
Acaricomes_phytoseiuli_DSM_14247.mat,4,0,0,1,12,0,0,1,3,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,1,0,1,42,5,26,4,6,3,1,1,31,0,3,7,2,2,0,1,2,0,5,0,0,5,0,7,1,0,0,4,0,4,10,3,1,0,1,0,0,7,2,0,1,0,0,2,0,0,0,5,2,0,2,0,1,0,0,2,0,0,0,6,0,0,5,0,2,0,0,2,41,11,0,7,4,2,0,2,0,13,2,1,4,0,1,2,0,0
Acaryochloris_marina_MBIC11017.mat,3,0,0,2,12,1,0,2,1,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,1,0,0,30,2,27,6,5,1,3,1,56,0,3,0,1,2,0,1,2,0,0,0,0,7,0,5,0,0,0,1,0,0,16,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,5,4,1,4,1,1,0,0,0,0,0,1,11,0,0,5,0,3,0,2,0,36,23,0,4,4,3,0,1,0,11,15,0,5,0,2,2,1,0
Acetanaerobacterium_elongatum_CGMCC_1_5012.mat,4,0,0,0,10,1,0,2,2,0,0,1,0,1,0,0,0,0,3,0,3,0,2,1,1,0,0,0,36,6,36,5,8,1,2,0,55,0,1,0,5,5,0,0,0,0,7,0,0,3,0,6,2,0,0,6,0,5,14,1,1,0,0,0,0,5,5,0,3,0,0,3,1,0,0,3,1,1,1,0,1,0,0,9,0,0,0,1,0,1,6,1,2,1,4,0,37,25,0,1,1,1,0,1,0,5,4,1,8,0,1,1,0,1
Acetatifactor_muris_GP69.mat,3,2,0,2,3,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,1,0,0,0,44,5,46,7,10,1,2,0,33,0,7,2,3,7,0,0,3,0,1,0,9,1,0,4,1,0,0,3,0,0,12,1,0,0,1,0,0,8,8,0,4,0,0,2,0,1,0,0,0,0,1,1,2,0,0,3,0,0,0,5,0,0,1,0,2,0,3,0,47,10,0,0,2,1,0,1,0,8,1,1,9,0,1,0,0,1
Acetivibrio_cellulolyticus_CD2.mat,4,0,0,2,5,1,0,7,0,0,0,0,3,3,0,0,0,0,1,0,0,0,3,0,0,0,0,3,29,3,36,8,6,1,2,1,57,0,3,1,1,2,0,2,2,0,1,0,0,3,0,5,1,0,0,1,0,2,13,1,1,0,2,0,0,3,7,0,4,0,0,2,1,0,0,1,0,1,1,2,4,0,0,1,0,0,0,9,0,0,3,0,2,0,2,0,29,20,0,0,2,5,0,1,0,4,15,0,5,0,1,0,0,0
Acetivibrio_ethanolgignens_ACET_33324.mat,4,0,0,2,6,0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,2,1,1,0,0,1,30,4,35,7,7,3,2,0,55,0,4,1,3,5,0,0,5,0,8,0,0,6,0,5,1,1,0,4,0,0,9,1,2,0,0,1,0,8,3,0,4,0,0,1,0,0,1,3,2,1,3,1,4,0,0,6,0,0,0,7,0,0,3,1,2,0,5,0,36,12,0,1,2,0,0,1,0,5,22,2,6,0,2,0,0,3
Acetobacterium_wieringae_DSM_1911.mat,5,0,0,4,7,1,0,8,1,0,0,1,0,3,0,0,1,1,3,1,3,0,4,0,0,0,0,0,47,6,40,3,8,3,1,0,45,0,1,7,6,3,0,2,3,0,0,0,0,3,0,4,2,1,1,2,0,3,14,0,1,0,0,0,0,3,5,0,3,0,0,4,0,0,0,7,3,2,2,1,4,0,0,4,0,2,1,8,0,0,3,1,2,0,2,0,46,14,0,1,1,1,0,2,0,11,16,5,8,0,0,1,0,0
Acetonema_longum_DSM_6540.mat,4,0,1,2,8,2,0,2,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,29,3,41,4,4,1,0,1,31,0,5,3,3,1,0,0,4,0,5,0,0,1,1,7,1,0,0,0,0,1,14,3,1,0,0,0,0,7,3,0,9,0,1,3,1,0,1,1,6,0,4,0,2,0,0,5,0,0,0,13,0,0,2,2,3,1,2,0,41,29,0,0,1,3,0,2,0,7,19,2,8,0,0,2,0,0
Achromobacter_insuavis_AXX_A.mat,3,0,0,2,16,2,0,5,2,0,0,2,10,5,0,0,0,1,4,0,0,0,2,1,0,1,0,1,33,3,26,3,8,4,1,0,36,0,6,5,5,2,1,0,2,0,2,0,0,4,1,4,1,0,0,3,0,2,11,1,2,0,0,0,0,14,6,0,13,0,0,2,0,0,0,2,4,1,3,0,1,0,0,2,0,0,1,9,0,0,2,3,2,1,3,0,54,37,0,2,2,1,0,0,0,9,14,1,3,1,0,2,1,0
Achromobacter_xylosoxidans_A8.mat,3,0,0,4,12,1,0,4,1,1,0,1,1,3,0,0,0,1,1,0,2,0,3,0,0,1,0,7,36,4,28,6,13,3,0,1,37,0,7,5,4,2,0,0,5,0,2,0,0,14,0,4,1,0,0,2,0,1,7,0,2,0,0,0,0,12,6,0,14,0,0,1,0,0,0,0,3,1,4,0,2,0,0,7,0,0,0,10,0,0,4,0,2,1,2,0,79,35,0,5,6,3,0,0,0,4,12,0,2,1,1,2,0,0
Achromobacter_xylosoxidans_ERR2221244.mat,3,0,0,4,19,2,0,4,1,0,0,2,0,3,0,0,0,1,3,0,0,0,3,0,0,1,0,1,37,3,26,5,8,4,2,0,37,0,5,7,4,1,0,0,3,0,2,0,0,6,1,4,0,0,0,2,0,1,17,1,3,0,0,0,0,11,10,0,10,0,0,3,0,0,0,2,5,1,5,1,0,0,0,3,0,0,1,8,0,0,0,1,2,1,5,0,63,37,0,4,5,1,0,0,0,6,3,0,5,0,0,2,1,0
Achromobacter_xylosoxidans_ERR2221245.mat,3,0,0,4,15,2,0,4,2,0,0,2,0,3,0,0,0,1,3,0,0,0,5,0,1,1,0,0,28,4,26,2,6,3,2,0,35,0,2,7,4,1,0,0,3,0,2,0,0,8,1,4,0,0,0,2,0,1,14,0,0,0,1,0,0,12,7,0,10,0,0,0,0,0,0,4,4,0,4,0,2,0,0,3,0,0,1,9,0,0,2,1,2,1,2,0,56,35,0,3,6,1,0,1,0,5,3,0,5,1,0,2,0,0
Achromobacter_xylosoxidans_ERR2221246.mat,3,0,0,3,17,2,0,3,2,0,0,2,0,4,0,0,0,1,5,1,0,0,4,0,0,1,0,1,31,4,26,6,8,3,0,0,35,0,5,5,3,2,1,0,4,0,2,0,0,8,1,3,0,0,0,2,0,2,13,0,2,0,0,0,0,9,7,0,8,0,0,0,0,0,0,2,4,0,4,1,3,0,0,2,0,0,1,9,0,0,1,1,2,1,2,0,48,31,0,3,6,1,0,1,0,5,2,0,4,0,0,2,0,0
Achromobacter_xylosoxidans_ERR2221247.mat,3,0,0,4,18,2,0,3,2,0,0,2,0,4,0,0,0,1,3,0,0,0,4,0,1,1,0,0,37,4,25,5,8,3,1,0,35,0,3,6,4,2,0,0,4,0,2,0,0,8,1,4,0,0,0,1,0,1,10,0,1,0,0,0,0,9,7,0,11,0,0,2,0,0,0,3,4,0,4,2,1,0,0,2,0,0,1,6,0,0,3,1,2,1,5,0,59,33,0,3,6,1,0,0,0,5,2,0,4,0,0,2,1,0
Achromobacter_xylosoxidans_NBRC_15126.mat,3,0,0,5,16,2,0,6,1,1,0,2,1,2,0,0,0,2,1,0,3,0,4,0,0,1,0,2,38,5,14,5,11,5,0,2,9,0,4,4,4,1,0,0,4,0,2,0,0,11,1,6,2,1,1,2,0,2,11,0,1,0,0,0,0,14,6,0,12,0,0,1,0,0,0,0,4,1,2,1,0,0,0,2,0,2,1,9,0,0,1,0,3,1,2,0,67,43,0,3,6,3,0,2,0,4,16,0,3,0,0,2,0,0
Achromobacter_xylosoxidans_NCTC10807.mat,3,0,0,2,16,2,0,5,2,0,0,2,0,4,0,0,0,2,5,0,0,0,3,0,0,1,0,0,34,3,26,5,8,4,1,0,36,0,2,6,3,2,1,0,4,0,2,0,0,9,1,3,0,0,0,2,0,1,12,1,1,0,0,0,0,13,5,0,10,0,0,1,0,0,0,3,4,0,4,2,1,0,0,2,0,0,1,8,0,0,1,1,2,1,4,0,60,37,0,3,6,1,0,0,0,6,2,0,5,0,0,2,1,0
Acidaminobacter_hydrogenoformans_DSM_2784.mat,4,0,0,0,5,3,0,1,1,0,0,1,3,4,0,0,0,1,1,0,0,2,0,0,1,0,0,0,35,3,36,4,4,5,1,1,28,0,9,2,4,4,0,0,2,0,7,0,0,4,1,3,2,1,0,1,0,1,8,0,0,0,0,3,0,8,2,0,5,0,0,2,0,0,0,6,4,0,0,1,2,0,0,2,0,0,1,4,0,0,3,0,2,1,4,0,41,22,0,3,2,1,0,2,0,7,16,1,5,2,0,1,0,1
Acidaminococcus_fermentans_DSM_20731.mat,4,2,0,3,12,3,0,6,1,2,0,0,0,6,1,0,0,0,1,0,0,0,2,1,0,1,0,2,46,3,47,5,8,3,2,2,39,0,4,4,4,3,0,1,3,0,0,0,0,10,1,5,1,0,0,4,0,0,9,0,1,0,0,0,0,6,2,0,2,0,0,1,0,0,0,2,2,1,3,0,2,0,0,8,0,0,0,8,0,0,5,2,3,0,4,0,74,60,0,2,2,1,0,1,0,11,3,0,7,0,1,1,0,1
Acidaminococcus_intestini_RyC_MR95.mat,3,0,0,3,6,3,0,5,0,2,0,0,1,4,1,0,1,0,3,0,3,0,3,1,1,1,0,3,49,8,36,4,7,3,0,0,33,0,6,3,5,2,1,1,2,0,0,0,0,1,0,5,0,0,0,1,0,0,10,0,1,0,1,1,0,6,2,0,3,0,0,2,0,0,0,4,2,2,5,0,1,0,1,9,0,0,1,5,0,0,6,4,2,0,3,0,79,32,0,2,1,1,0,2,0,12,2,2,5,1,1,1,1,1
Acidaminococcus_massiliensis_Marseille_P2828.mat,3,0,0,5,10,1,0,5,0,2,0,0,4,5,1,0,0,0,4,0,1,0,1,2,2,1,0,1,61,4,77,6,7,4,1,0,60,0,7,7,5,2,0,0,2,0,0,0,0,7,0,8,1,0,0,4,0,1,8,3,1,0,1,0,0,3,4,0,2,0,0,5,0,0,0,5,6,1,4,0,3,0,0,6,0,0,0,8,0,0,5,3,1,0,4,0,73,30,0,0,3,1,0,3,0,19,1,3,8,0,1,1,0,1
Acidaminococcus_sp_BV3L6.mat,3,0,0,1,12,3,0,5,2,2,0,0,0,2,1,0,0,1,2,0,0,0,0,0,2,1,0,0,47,7,46,3,6,4,0,1,32,0,3,4,3,7,1,1,2,2,0,0,0,5,1,2,0,0,0,3,0,2,13,0,1,0,0,1,0,3,5,0,6,0,0,1,0,0,0,3,1,1,2,0,1,0,0,8,0,2,1,4,0,0,1,1,2,0,2,0,66,44,0,0,0,0,0,3,0,12,1,1,6,1,1,1,0,1
Acidaminococcus_sp_D21.mat,3,0,0,3,8,3,2,5,3,2,0,0,2,8,1,0,0,0,3,0,0,0,5,1,1,1,0,2,44,8,46,4,5,2,3,1,53,0,5,4,4,6,0,3,0,0,0,0,1,2,1,6,1,0,0,0,0,0,14,2,1,0,0,1,0,5,2,0,2,0,0,1,0,0,0,1,2,1,5,0,1,1,0,9,0,0,1,0,0,0,4,3,2,0,3,0,70,55,0,2,2,0,0,2,0,14,4,2,5,0,1,1,1,1
Acidaminococcus_sp_HPA0509.mat,4,0,0,4,11,3,2,5,1,2,0,0,0,6,1,0,1,1,3,1,0,0,0,1,3,1,0,1,61,9,45,4,6,4,0,0,32,0,7,4,4,8,0,1,2,0,0,0,1,5,1,7,0,0,0,4,2,1,17,2,1,0,1,0,0,5,5,0,2,0,0,2,0,0,0,6,1,0,5,0,2,0,0,8,0,0,1,4,0,0,4,2,2,0,3,0,90,33,0,1,1,1,0,6,0,16,0,1,6,0,1,1,0,1
Acidobacterium_ailaaui_PMMR2.mat,3,1,0,1,14,0,0,5,1,0,0,0,0,2,0,0,0,1,2,0,3,0,2,1,2,1,0,1,45,5,27,5,6,5,1,0,32,0,7,5,3,1,0,1,2,0,4,0,0,5,1,4,0,0,0,6,0,1,12,0,0,0,0,1,0,5,8,0,3,0,0,5,0,0,1,6,2,0,3,0,2,0,0,2,0,2,1,10,0,1,5,2,2,0,0,0,46,21,0,4,4,1,0,3,0,10,13,0,5,0,2,1,0,0
Acidobacterium_capsulatum_ATCC_51196.mat,4,1,0,0,12,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,3,0,4,1,1,0,0,0,38,6,27,8,5,6,0,0,28,0,8,4,1,2,0,4,2,0,5,0,0,5,0,5,1,1,0,4,0,0,12,1,1,0,0,1,0,14,5,0,7,0,0,4,0,0,0,5,2,1,3,0,2,0,0,1,0,0,1,5,0,0,2,2,2,1,0,0,41,22,0,2,3,1,0,3,0,14,12,0,5,2,2,0,0,0
Acidovorax_caeni_R_24608.mat,3,0,0,2,9,1,0,4,2,0,0,1,3,3,0,0,0,1,3,0,0,0,2,0,1,1,0,0,30,3,17,3,6,3,1,1,37,0,2,5,3,1,0,0,4,0,1,0,0,5,2,4,0,0,0,4,0,1,9,2,1,0,2,0,0,2,0,0,3,0,0,0,0,0,0,4,7,2,3,1,0,0,0,0,0,0,1,3,0,0,1,1,2,2,0,0,42,20,0,1,4,2,0,1,0,6,15,0,6,0,0,2,0,0
Acinetobacter_baumannii_1656_2.mat,3,0,0,4,12,4,0,1,2,2,0,2,1,3,0,0,0,1,4,0,0,0,3,1,0,1,0,3,38,6,18,4,6,8,0,0,35,0,4,5,5,1,1,0,2,0,1,0,0,4,1,4,0,1,0,4,0,4,11,0,0,0,1,0,0,8,4,0,5,0,0,2,0,0,0,5,5,0,3,1,2,0,0,3,0,0,1,3,0,0,2,3,2,1,2,0,63,38,0,8,7,4,0,1,0,8,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_3990.mat,3,2,0,4,11,3,0,1,2,0,0,2,1,4,0,0,0,1,4,1,3,0,4,1,0,1,0,2,40,6,19,4,6,5,1,1,37,0,4,2,4,2,1,1,0,0,1,0,0,4,1,2,1,0,0,4,0,3,12,0,0,0,1,1,0,7,5,0,4,0,0,3,0,0,0,4,5,1,2,0,2,0,0,1,0,2,1,4,0,0,1,3,2,0,2,0,61,33,0,7,12,4,0,1,0,7,14,1,5,0,1,2,1,0
Acinetobacter_baumannii_48055.mat,4,0,0,4,11,3,0,1,2,0,0,2,1,3,0,0,0,1,4,0,0,0,4,1,1,1,0,2,31,6,19,4,8,5,0,0,34,0,4,5,5,1,1,0,2,0,1,0,0,4,0,4,0,0,0,2,0,4,15,0,0,0,1,0,0,8,4,0,5,0,0,2,0,0,0,3,5,0,2,0,2,0,0,5,0,0,1,5,0,0,3,3,2,1,2,0,53,37,0,8,8,5,0,1,0,6,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_53264.mat,4,2,0,4,11,3,0,1,2,0,0,2,1,3,0,0,0,1,4,0,3,0,4,1,1,1,0,2,45,6,19,3,6,6,1,1,39,0,4,3,4,2,1,1,2,0,1,0,0,4,0,2,0,0,0,2,0,2,11,0,1,0,1,1,0,7,4,0,5,0,0,3,0,0,0,4,5,0,1,1,1,0,0,4,0,2,1,3,0,0,1,3,2,0,2,0,62,29,0,7,10,4,0,1,0,6,14,2,5,0,1,2,1,0
Acinetobacter_baumannii_6013113.mat,3,1,0,6,12,4,0,1,2,0,0,2,0,4,0,0,0,1,5,1,0,0,2,0,1,1,0,0,30,5,19,2,5,8,0,0,36,0,3,6,2,1,1,0,3,0,1,0,0,7,0,7,0,0,0,3,0,3,17,0,0,0,1,0,0,3,5,0,5,0,0,1,0,0,0,5,5,0,2,2,1,0,0,1,0,0,1,2,0,0,1,1,2,1,2,0,49,29,0,7,11,1,0,2,0,6,0,0,4,0,1,2,0,0
Acinetobacter_baumannii_6013150.mat,4,0,0,5,13,4,0,1,1,0,0,2,0,3,0,0,0,1,5,0,3,0,1,0,1,1,0,1,41,6,19,3,6,5,1,1,40,0,3,3,4,1,0,1,5,0,1,0,0,6,0,5,0,0,0,4,0,4,15,0,0,0,1,0,0,4,5,0,3,0,0,1,0,0,0,3,5,0,2,2,1,0,0,2,0,2,1,3,0,0,2,1,2,0,2,0,48,23,0,7,11,0,0,2,0,5,1,0,5,0,1,2,0,0
Acinetobacter_baumannii_6014059.mat,3,0,0,3,14,3,0,1,2,0,0,2,0,3,0,0,0,1,3,0,0,0,3,0,0,1,0,0,34,5,17,4,5,7,1,1,39,0,3,4,5,1,1,0,2,0,1,0,0,7,1,7,0,0,0,2,0,4,17,0,2,2,1,0,0,3,4,0,5,0,0,1,0,0,0,5,5,0,2,2,1,0,0,1,0,0,1,3,0,0,2,1,2,1,4,0,45,30,0,8,10,1,0,2,0,6,1,0,4,0,1,2,1,0
Acinetobacter_baumannii_AA_014.mat,3,2,0,4,13,4,0,1,2,0,0,2,1,4,0,0,0,1,4,1,3,0,4,1,1,1,0,2,43,6,20,4,6,5,1,1,37,0,4,2,2,2,1,1,0,0,1,0,0,4,1,2,1,0,0,4,0,3,16,0,0,0,1,1,0,8,5,0,5,0,0,3,0,0,0,4,5,1,1,0,0,0,0,2,0,2,1,4,0,0,1,3,2,0,2,0,58,30,0,7,10,2,0,1,0,7,14,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB0057.mat,3,0,0,2,8,4,0,1,2,1,0,1,0,6,1,0,0,1,4,0,2,0,3,0,0,1,0,3,46,5,23,2,7,6,1,1,35,0,4,2,4,1,1,2,0,0,1,0,0,10,1,5,1,0,0,4,0,3,8,0,0,0,1,0,0,5,8,0,6,0,0,3,0,0,0,1,3,0,3,1,1,0,0,1,0,0,1,3,0,0,1,3,2,0,2,0,62,39,0,6,9,9,0,1,0,7,11,0,3,0,1,2,1,0
Acinetobacter_baumannii_AB1H8.mat,3,0,0,4,11,3,0,1,2,0,0,2,1,4,0,0,0,1,4,0,3,0,3,1,1,1,0,2,39,6,18,3,7,5,1,1,40,0,4,2,5,1,1,1,2,0,1,0,0,4,0,2,0,0,0,4,0,3,15,0,0,0,1,0,0,7,5,0,4,0,0,2,0,0,0,3,5,1,1,1,2,0,0,1,0,2,1,3,0,0,1,3,2,0,2,0,55,35,0,7,11,4,0,1,0,7,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB210.mat,3,2,0,4,13,3,0,1,1,2,0,2,1,4,0,0,0,1,4,0,3,0,3,1,1,1,0,3,42,6,19,4,7,5,0,1,37,0,4,2,4,1,1,1,0,0,1,0,0,4,1,2,2,0,0,4,0,2,13,0,0,0,1,1,0,7,4,0,5,0,0,2,0,0,0,5,5,1,2,0,1,0,0,2,0,2,1,5,0,0,1,3,2,0,2,0,58,36,0,7,11,4,0,1,0,8,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB307_0294.mat,3,1,0,3,13,4,0,1,2,0,0,2,1,3,0,0,0,1,4,0,3,0,4,1,1,1,0,4,44,5,21,4,6,5,2,0,38,0,5,3,4,1,1,0,5,0,1,0,0,5,1,3,1,0,0,3,0,2,14,0,0,0,1,1,0,7,4,0,4,0,0,2,0,0,0,5,5,0,1,1,2,0,0,1,0,2,1,2,0,0,1,3,2,0,2,0,55,28,0,7,10,8,0,1,0,7,13,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB31.mat,3,1,0,4,13,4,0,1,2,0,0,2,0,4,0,0,0,1,5,0,3,0,2,0,1,1,0,0,44,6,19,3,6,6,1,1,38,0,3,4,4,2,1,1,2,0,1,0,0,6,1,5,1,0,0,5,0,4,14,0,0,0,1,1,0,4,3,0,3,0,0,3,0,0,0,4,5,0,2,0,0,0,0,2,0,2,1,4,0,0,3,1,2,0,2,0,56,25,0,7,12,1,0,2,0,5,2,0,5,0,1,2,0,0
Acinetobacter_baumannii_AB405E4.mat,3,1,0,4,12,3,0,1,2,0,0,2,1,3,0,0,0,1,2,0,0,0,4,1,0,1,0,3,24,5,19,2,7,5,0,1,37,0,4,2,3,1,0,0,2,0,1,0,0,4,1,3,0,0,0,2,0,1,7,0,1,0,1,0,0,7,4,0,4,0,0,1,0,0,0,4,5,1,2,1,1,0,0,1,0,0,1,4,0,0,1,3,2,0,2,0,45,29,0,8,9,2,0,2,0,6,14,1,4,0,0,2,1,0
Acinetobacter_baumannii_AB4A3.mat,4,1,0,3,11,4,0,1,2,0,0,2,1,4,0,0,0,1,4,0,3,0,4,2,1,1,0,4,43,6,24,2,6,5,1,1,39,0,4,2,3,2,1,1,2,0,1,0,0,4,0,2,2,0,0,6,0,4,14,0,0,0,1,0,0,7,6,0,4,0,0,2,0,0,0,3,5,0,1,3,1,0,0,2,0,2,1,3,0,0,2,3,2,0,2,0,61,32,0,7,7,3,0,1,0,7,14,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB5256.mat,4,2,0,3,11,4,0,1,2,0,0,2,1,4,0,0,0,1,3,0,3,0,4,1,0,1,0,2,44,6,20,4,6,6,1,1,39,0,4,3,4,2,1,1,2,0,1,0,0,4,0,2,1,0,0,2,0,3,10,0,1,0,1,1,0,7,4,0,9,0,0,3,0,0,0,4,6,1,1,2,2,0,0,3,0,2,1,3,0,0,1,3,2,0,2,0,64,30,0,7,11,4,0,1,0,6,14,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB5711.mat,3,1,0,3,11,3,0,1,2,0,0,2,1,3,0,0,0,1,4,0,3,0,4,1,1,1,0,3,39,6,20,3,5,6,2,1,40,0,4,2,4,1,1,1,2,0,1,0,0,4,0,2,0,0,0,3,0,3,11,0,0,0,1,1,0,7,6,0,4,0,0,3,0,0,0,3,5,1,1,2,2,0,0,3,0,2,1,3,0,0,1,3,2,0,2,0,55,27,0,7,10,4,0,1,0,6,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_AB900.mat,3,1,0,3,9,4,0,1,2,0,0,2,1,4,0,0,0,1,3,0,3,0,3,1,0,1,0,2,39,6,20,4,7,5,0,1,38,0,5,3,4,1,0,0,2,0,1,0,0,4,0,2,1,0,0,2,0,1,11,0,1,0,1,0,0,7,5,0,4,0,0,3,0,0,0,3,5,0,3,2,3,0,0,3,0,2,1,4,0,0,2,3,2,0,2,0,55,28,0,7,10,5,0,1,0,8,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_ABIsac_ColiR.mat,3,1,0,3,11,3,0,1,2,0,0,2,1,3,0,0,0,1,4,0,3,0,3,1,1,1,0,3,37,5,21,3,7,3,1,1,39,0,4,2,5,2,1,1,2,0,1,0,0,4,0,2,0,0,0,5,0,3,13,0,0,0,1,0,0,6,4,0,4,0,0,2,0,0,0,4,5,0,2,0,2,0,0,1,0,2,1,4,0,1,1,3,2,0,2,0,52,32,0,5,10,4,0,1,0,7,14,1,5,0,1,2,1,0
Acinetobacter_baumannii_ABNIH1.mat,3,2,0,3,10,3,0,1,2,2,0,2,1,4,0,0,0,1,4,0,3,0,3,1,1,1,0,2,43,5,20,3,7,5,1,1,37,0,4,2,5,1,1,1,0,0,1,0,0,4,1,2,1,0,0,4,0,3,13,0,0,0,1,1,0,7,5,0,5,0,0,3,0,0,0,4,5,0,2,0,1,0,0,2,0,2,1,5,0,0,2,3,2,0,2,0,62,32,0,7,11,4,0,1,0,7,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_ABNIH11.mat,3,1,0,3,12,4,0,1,2,0,0,2,1,3,0,0,0,1,4,0,3,0,4,1,0,0,0,4,37,4,22,5,6,5,1,0,35,0,5,2,4,2,0,1,3,0,1,0,0,5,1,3,1,0,0,5,0,1,19,0,1,0,1,1,0,7,4,0,4,0,0,2,0,0,0,3,7,1,0,1,2,0,0,1,0,0,1,4,0,0,3,3,2,0,2,0,54,30,0,7,11,5,0,1,0,7,12,1,5,0,1,1,1,0
Acinetobacter_baumannii_ABNIH14.mat,3,1,0,3,13,3,0,1,1,2,0,2,1,3,0,0,0,1,4,0,3,0,3,1,0,1,0,3,44,6,19,3,7,6,1,1,37,0,4,2,5,1,1,1,0,0,1,0,0,4,1,2,1,0,0,4,0,3,14,0,0,0,1,0,0,7,4,0,5,0,0,3,0,0,0,4,5,0,2,0,1,0,0,2,0,2,1,5,0,0,1,3,2,0,2,0,61,34,0,7,11,3,0,1,0,6,15,1,5,0,1,2,1,0
Acinetobacter_baumannii_ABNIH15.mat,3,1,0,3,13,3,0,1,2,1,0,2,1,4,0,0,0,1,4,0,3,0,3,1,1,1,0,3,43,6,19,3,7,6,1,1,37,0,4,2,5,1,1,1,2,0,1,0,0,4,1,2,1,0,0,4,0,3,13,0,0,0,1,1,0,7,4,0,5,0,0,2,0,0,0,5,5,0,2,0,1,0,0,2,0,2,1,4,0,0,2,4,2,0,2,0,58,32,0,7,11,3,0,1,0,7,15,1,5,0,1,2,1,0
