592010,60
1120917,56
329726,99
258515,56
879566,72
509191,82
290052,76
52694,88
1009370,111
1003200,138
762376,159
85698,140
85698,140
85698,140
85698,140
1216976,166
85698,142
1120920,44
591001,75
568816,68
1852375,90
1111120,64
904,61
1203555,63
1382359,70
240015,66
343013,108
696749,111
886888,111
1293574,111
1216295,111
592014,119
525243,119
525242,120
903937,111
1221244,109
1221245,111
1221247,110
1221248,111
1221249,110
1221250,110
1221251,111
1221252,109
1221253,110
1221254,110
1221255,121
1221256,111
1221257,110
1221258,113
1221259,105
1221260,110
1221261,110
1221262,111
1221263,110
1221264,111
1221265,111
1221266,111
1221267,120
1221269,109
1221270,120
1221271,110
1221273,110
1221274,110
1221275,120
1221276,120
1221277,111
1221278,110
1221279,109
1221280,110
1221286,111
1221287,110
1221288,120
480119,143
1168588,111
1222031,111
886886,105
557600,109
470,109
1168590,110
1222033,110
1168591,110
1222032,120
1116235,113
1116236,111
557601,111
1200351,111
992402,109
1094475,109
1094478,109
1094479,109
1094480,119
1094482,110
1094483,110
1094486,119
1094487,114
1224165,110
1224166,119
992404,111
992405,110
1094469,110
1094470,110
1198108,111
1224747,111
405416,111
1217638,121
400667,110
575584,111
509173,110
1210907,113
903895,109
903924,109
903912,110
903899,109
903911,111
903905,111
903906,111
903914,111
1455315,118
889738,120
497978,106
1278070,111
903920,111
903904,110
903896,121
903897,124
903922,111
903923,110
903927,111
903908,110
903936,110
903898,110
903921,109
903909,110
1217642,111
1217639,113
1217643,110
1217644,119
1217640,110
1217630,110
1217645,111
1217646,111
1217631,109
1217632,111
1217633,119
1217634,111
1217635,110
1217636,120
1217647,109
1217637,109
1217641,113
1217627,113
1217628,111
1217629,119
903907,111
903890,111
903926,111
903933,110
903932,110
903901,110
903929,111
903902,119
903930,111
903892,110
903910,110
903935,106
903889,110
903893,114
903903,121
903894,111
903934,110
509170,104
980514,111
1100841,109
933263,121
933265,113
981329,110
903919,111
903913,110
903925,110
903931,111
945555,111
1223564,110
1224141,110
1217653,340
1217690,328
981331,108
1217654,338
871585,136
575585,359
1235833,378
1221293,360
1221294,348
1221295,357
1217655,103
106649,100
1330038,103
1217656,96
707232,314
1217659,335
1217986,112
1221297,334
1221299,323
1217662,304
1217663,302
575586,105
1217666,298
1217664,304
1217665,312
575587,101
1311804,302
28090,86
981327,290
1217668,289
1217669,303
575588,303
1221307,302
1046625,96
1217670,106
106654,107
1217673,352
1217691,341
1217689,127
48296,109
1311774,363
1086014,372
48296,111
1221309,370
48296,109
981334,327
1217674,105
575589,317
596318,315
1221310,327
903900,335
525244,101
903928,107
575564,107
575565,108
903915,108
903918,107
416269,107
1224142,271
228399,293
754259,283
754260,296
754261,283
754262,274
754254,275
871925,274
434271,274
754255,272
754256,279
537457,274
754258,296
131109,59
888050,66
883069,57
66228,54
1120942,67
1120943,63
435830,79
178339,42
1673722,71
1120944,70
1227262,61
1321818,62
1167628,66
1125718,66
52773,51
1655,55
1115803,75
411466,55
649742,222
871541,69
544580,60
1325934,62
1203556,55
1105029,55
936548,55
1118058,59
521393,62
883077,68
525246,79
1284679,64
562973,76
1796620,60
1384484,72
446660,63
1796610,64
1247726,127
525247,45
655812,79
1175629,220
1033730,73
878320,118
648,95
648,93
1268076,357
1268080,370
1073377,385
1268075,103
1268074,355
1268077,371
1268079,370
644,97
1288394,357
644,117
1232673,349
380703,133
1458276,112
651,108
1208104,133
1073382,360
1073384,338
1073383,337
1073385,337
654,93
998088,120
654,113
1197906,130
985008,239
679198,245
634176,103
732,90
739,82
888057,83
176299,129
1082932,118
1050720,131
1281779,116
349741,60
239935,66
1574264,66
1574265,66
511,118
1218102,129
1156918,120
511,117
312309,104
388396,111
316275,89
679935,79
1211813,76
626932,81
742725,95
239759,63
239759,55
1118061,60
1203611,84
328813,66
328813,59
328813,59
328813,59
328813,64
328813,66
328813,66
1816676,88
445970,35
1033732,67
328814,56
328814,56
328814,66
717959,74
1499682,66
239759,114
908612,65
1465754,68
1033731,69
645887,74
1408422,92
1050201,57
883081,45
679199,52
626522,60
419015,53
1120979,53
1321816,53
1120746,55
1005740,65
157733,93
649746,65
1120988,82
879306,177
561177,38
1673719,61
525254,36
1284686,41
1118056,46
879305,143
525919,60
1720199,63
1033733,49
525255,33
33036,33
655811,72
445971,48
861450,56
2088,47
932217,63
1347392,79
1120996,85
411490,82
105841,68
105841,68
105841,68
105841,68
649757,72
649756,67
649756,69
649756,99
649756,79
649756,68
649756,72
649756,73
649756,70
207244,76
207244,78
1121323,51
991789,57
445972,74
169435,67
169435,67
169435,67
244127,56
1235835,67
1120998,51
649747,131
644284,76
1036172,243
944546,237
888827,89
367737,94
872965,78
1121019,106
997872,67
521095,69
553184,78
82135,51
525256,52
866774,50
678932,63
1178544,159
1076692,144
692420,155
326423,147
1001582,148
1198291,168
999891,142
1034836,142
1126211,143
1499685,100
723888,385
723889,378
720555,389
743710,155
743711,385
903520,383
723892,386
882455,386
876283,381
334727,389
720556,386
720557,384
720558,386
1452,158
882453,373
1239783,370
572264,428
451709,413
526967,404
526979,444
405533,399
526992,420
526993,422
526994,139
405534,145
526991,429
405535,436
1053166,423
526980,411
222523,394
226900,364
526977,392
405532,392
1085389,395
1053167,401
1053169,408
1053170,412
1053171,405
1053172,406
1053173,412
1053174,413
1053175,412
1053176,412
1053177,392
1053178,397
1053179,345
1053181,344
1085388,400
1053182,397
1053183,410
1053184,399
1053185,397
1053186,400
1053187,392
1053188,393
1053189,355
1053190,400
1053192,395
1053193,351
1053195,349
526978,402
526976,389
526974,398
526975,396
526970,398
637380,387
1053196,400
288681,400
1126681,382
526989,402
347495,384
1396,155
1217984,405
269801,407
405531,142
451708,385
1053200,398
1053201,424
1053202,397
1053203,418
1053204,393
1053205,390
1053206,406
1053207,402
1053208,400
1053209,391
1053211,382
1053212,392
718220,404
1053213,405
1053214,404
1053215,400
1053216,400
1053217,394
1163722,396
526973,421
526969,402
1053218,356
1053219,363
1053220,392
1053221,404
1053222,413
334406,399
451707,396
361100,401
526968,411
526982,399
526981,390
526983,156
526984,393
526985,401
526986,124
526988,395
526987,395
699184,135
718221,394
315749,394
718222,392
1053223,406
1053224,391
718223,392
1053225,406
1053226,392
1053228,409
1053229,358
1053230,396
1053231,369
1053232,397
1053233,387
1053234,143
1053235,419
718224,398
1053236,416
1053237,394
1053238,407
1053239,393
1053240,407
1053241,401
1053242,398
1053243,405
1053244,396
1053245,391
1085379,353
1085386,351
1053248,395
1053249,411
1053250,400
405917,397
66692,125
1196029,154
1307436,133
1292043,151
1121090,138
272558,100
1329377,367
1367477,140
1522318,75
1402,145
279010,138
1402,146
1402,155
1402,155
1402,145
1211814,118
1034347,124
592022,139
1348623,124
1138452,125
545693,130
1404,132
1006007,126
1051501,173
526990,401
526972,420
1405,158
1053197,156
1053198,389
1053199,389
526997,151
1053227,391
1053246,404
1053247,402
1202533,138
1386,157
766760,130
398511,109
64104,158
526998,158
526999,159
536229,136
315750,362
1408,146
1499680,102
1478,160
665952,119
1274524,155
665957,156
1476857,139
1423,159
936156,151
1423,166
1220533,150
224308,164
