592010,328,60
1120917,322,56
329726,449,99
258515,316,56
879566,394,72
509191,364,82
290052,342,76
52694,432,88
1009370,487,111
1003200,566,138
762376,623,159
85698,576,140
85698,576,140
85698,576,140
85698,576,140
1216976,532,166
85698,572,142
1120920,294,44
591001,436,75
568816,386,68
1852375,419,90
1111120,380,64
904,446,61
1203555,373,63
1382359,401,70
240015,384,66
343013,443,108
696749,479,111
886888,481,111
1293574,480,111
1216295,480,111
592014,461,119
525243,465,119
525242,478,120
903937,476,111
1221244,472,109
1221245,478,111
1221247,474,110
1221248,478,111
1221249,478,110
1221250,477,110
1221251,477,111
1221252,460,109
1221253,480,110
1221254,480,110
1221255,491,121
1221256,478,111
1221257,475,110
1221258,494,113
1221259,474,105
1221260,476,110
1221261,481,110
1221262,480,111
1221263,477,110
1221264,478,111
1221265,476,111
1221266,480,111
1221267,481,120
1221269,467,109
1221270,477,120
1221271,481,110
1221273,475,110
1221274,476,110
1221275,485,120
1221276,485,120
1221277,485,111
1221278,476,110
1221279,474,109
1221280,475,110
1221286,478,111
1221287,477,110
1221288,479,120
480119,516,143
1168588,480,111
1222031,480,111
886886,475,105
557600,472,109
470,467,109
1168590,478,110
1222033,477,110
1168591,475,110
1222032,490,120
1116235,497,113
1116236,479,111
557601,475,111
1200351,480,111
992402,478,109
1094475,475,109
1094478,476,109
1094479,476,109
1094480,486,119
1094482,476,110
1094483,469,110
1094486,487,119
1094487,476,114
1224165,476,110
1224166,487,119
992404,480,111
992405,471,110
1094469,478,110
1094470,467,110
1198108,477,111
1224747,479,111
405416,477,111
1217638,481,121
400667,469,110
575584,477,111
509173,470,110
1210907,478,113
903895,466,109
903924,468,109
903912,478,110
903899,476,109
903911,478,111
903905,471,111
903906,469,111
903914,469,111
1455315,480,118
889738,489,120
497978,470,106
1278070,481,111
903920,480,111
903904,484,110
903896,487,121
903897,510,124
903922,479,111
903923,463,110
903927,477,111
903908,470,110
903936,478,110
903898,473,110
903921,459,109
903909,468,110
1217642,480,111
1217639,496,113
1217643,482,110
1217644,486,119
1217640,467,110
1217630,482,110
1217645,479,111
1217646,480,111
1217631,462,109
1217632,481,111
1217633,488,119
1217634,475,111
1217635,471,110
1217636,490,120
1217647,465,109
1217637,469,109
1217641,487,113
1217627,488,113
1217628,470,111
1217629,485,119
903907,478,111
903890,477,111
903926,477,111
903933,484,110
903932,477,110
903901,463,110
903929,485,111
903902,486,119
903930,482,111
903892,483,110
903910,476,110
903935,465,106
903889,484,110
903893,495,114
903903,489,121
903894,479,111
903934,481,110
509170,456,104
980514,480,111
1100841,477,109
933263,494,121
933265,497,113
981329,478,110
903919,478,111
903913,475,110
903925,482,110
903931,482,111
945555,476,111
1223564,477,110
1224141,476,110
1217653,745,340
1217690,718,328
981331,473,108
1217654,738,338
871585,533,136
575585,759,359
1235833,781,378
1221293,758,360
1221294,750,348
1221295,763,357
1217655,432,103
106649,425,100
1330038,428,103
1217656,447,96
707232,742,314
1217659,763,335
1217986,491,112
1221297,752,334
1221299,755,323
1217662,695,304
1217663,717,302
575586,490,105
1217666,655,298
1217664,653,304
1217665,662,312
575587,469,101
1311804,707,302
28090,424,86
981327,676,290
1217668,687,289
1217669,688,303
575588,704,303
1221307,707,302
1046625,416,96
1217670,464,106
106654,464,107
1217673,753,352
1217691,755,341
1217689,497,127
48296,472,109
1311774,781,363
1086014,796,372
48296,485,111
1221309,760,370
48296,471,109
981334,753,327
1217674,519,105
575589,745,317
596318,740,315
1221310,732,327
903900,777,335
525244,457,101
903928,466,107
575564,459,107
575565,515,108
903915,455,108
903918,472,107
416269,409,107
1224142,618,271
228399,662,293
754259,659,283
754260,666,296
754261,625,283
754262,620,274
754254,625,275
871925,602,274
434271,621,274
754255,627,272
754256,633,279
537457,617,274
754258,665,296
131109,325,59
888050,343,66
883069,320,57
66228,308,54
1120942,342,67
1120943,333,63
435830,361,79
178339,302,42
1673722,283,71
1120944,369,70
1227262,354,61
1321818,384,62
1167628,348,66
1125718,348,66
52773,266,51
1655,316,55
1115803,404,75
411466,343,55
649742,523,222
871541,425,69
544580,327,60
1325934,317,62
1203556,309,55
1105029,312,55
936548,309,55
1118058,335,59
521393,352,62
883077,352,68
525246,372,79
1284679,342,64
562973,393,76
1796620,327,60
1384484,346,72
446660,315,63
1796610,315,64
1247726,522,127
525247,303,45
655812,432,79
1175629,569,220
1033730,364,73
878320,472,118
648,414,95
648,420,93
1268076,725,357
1268080,734,370
1073377,750,385
1268075,406,103
1268074,740,355
1268077,756,371
1268079,752,370
644,383,97
1288394,765,357
644,408,117
1232673,737,349
380703,446,133
1458276,456,112
651,446,108
1208104,499,133
1073382,773,360
1073384,747,338
1073383,747,337
1073385,747,337
654,439,93
998088,464,120
654,448,113
1197906,529,130
985008,636,239
679198,643,245
634176,416,103
732,406,90
739,426,82
888057,424,83
176299,548,129
1082932,487,118
1050720,496,131
1281779,482,116
349741,339,60
239935,322,66
1574264,369,66
1574265,368,66
511,440,118
1218102,511,129
1156918,474,120
511,434,117
312309,440,104
388396,453,111
316275,426,89
679935,360,79
1211813,360,76
626932,390,81
742725,388,95
239759,366,63
239759,369,55
1118061,379,60
1203611,402,84
328813,393,66
328813,386,59
328813,372,59
328813,371,59
328813,390,64
328813,393,66
328813,393,66
1816676,351,88
445970,256,35
1033732,366,67
328814,350,56
328814,350,56
328814,346,66
717959,381,74
1499682,394,66
239759,470,114
908612,368,65
1465754,379,68
1033731,359,69
645887,426,74
1408422,447,92
1050201,297,57
883081,305,45
679199,295,52
626522,328,60
419015,228,53
1120979,226,53
1321816,223,53
1120746,431,55
1005740,435,65
157733,445,93
649746,446,65
1120988,416,82
879306,527,177
561177,379,38
1673719,289,61
525254,294,36
1284686,326,41
1118056,361,46
879305,450,143
525919,369,60
1720199,295,63
1033733,340,49
525255,333,33
33036,306,33
655811,390,72
445971,359,48
861450,382,56
2088,291,47
932217,414,63
1347392,439,79
1120996,411,85
411490,528,82
105841,377,68
105841,374,68
105841,390,68
105841,376,68
649757,370,72
649756,396,67
649756,393,69
649756,448,99
649756,429,79
649756,392,68
649756,414,72
649756,400,73
649756,407,70
207244,439,76
207244,526,78
1121323,306,51
991789,338,57
445972,496,74
169435,398,67
169435,397,67
169435,398,67
244127,391,56
1235835,438,67
1120998,336,51
649747,500,131
644284,347,76
1036172,604,243
944546,597,237
888827,369,89
367737,360,94
872965,351,78
1121019,448,106
997872,318,67
521095,300,69
553184,345,78
82135,209,51
525256,207,52
866774,201,50
678932,375,63
1178544,494,159
1076692,470,144
692420,517,155
326423,465,147
1001582,516,148
1198291,482,168
999891,509,142
1034836,509,142
1126211,490,143
1499685,445,100
723888,788,385
723889,783,378
720555,791,389
743710,490,155
743711,788,385
903520,791,383
723892,803,386
882455,803,386
876283,787,381
334727,797,389
720556,805,386
720557,800,384
720558,803,386
1452,497,158
882453,777,373
1239783,754,370
572264,806,428
451709,777,413
526967,763,404
526979,812,444
405533,752,399
526992,786,420
526993,789,422
526994,434,139
405534,384,145
526991,796,429
405535,803,436
1053166,789,423
526980,774,411
222523,762,394
226900,720,364
526977,764,392
405532,741,392
1085389,742,395
1053167,772,401
1053169,762,408
1053170,772,412
1053171,771,405
1053172,778,406
1053173,771,412
1053174,772,413
1053175,771,412
1053176,771,412
1053177,763,392
1053178,751,397
1053179,685,345
1053181,689,344
1085388,755,400
1053182,749,397
1053183,773,410
1053184,757,399
1053185,749,397
1053186,753,400
1053187,752,392
1053188,761,393
1053189,698,355
1053190,755,400
1053192,764,395
1053193,693,351
1053195,690,349
526978,766,402
526976,743,389
526974,753,398
526975,773,396
526970,763,398
637380,750,387
1053196,757,400
288681,759,400
1126681,745,382
526989,766,402
347495,745,384
1396,453,155
1217984,775,405
269801,763,407
405531,334,142
451708,738,385
1053200,752,398
1053201,784,424
1053202,751,397
1053203,762,418
1053204,753,393
1053205,724,390
1053206,757,406
1053207,771,402
1053208,756,400
1053209,751,391
1053211,734,382
1053212,748,392
718220,765,404
1053213,767,405
1053214,766,404
1053215,759,400
1053216,765,400
1053217,736,394
1163722,758,396
526973,791,421
526969,755,402
1053218,700,356
1053219,709,363
1053220,741,392
1053221,766,404
1053222,777,413
334406,759,399
451707,756,396
361100,761,401
526968,780,411
526982,763,399
526981,759,390
526983,460,156
526984,765,393
526985,760,401
526986,413,124
526988,755,395
526987,756,395
699184,432,135
718221,736,394
315749,744,394
718222,746,392
1053223,768,406
1053224,723,391
718223,746,392
1053225,743,406
1053226,739,392
1053228,778,409
1053229,708,358
1053230,763,396
1053231,709,369
1053232,763,397
1053233,740,387
1053234,416,143
1053235,779,419
718224,743,398
1053236,764,416
1053237,750,394
1053238,766,407
1053239,736,393
1053240,766,407
1053241,757,401
1053242,746,398
1053243,755,405
1053244,742,396
1053245,750,391
1085379,686,353
1085386,687,351
1053248,744,395
1053249,774,411
1053250,751,400
405917,754,397
66692,485,125
1196029,574,154
1307436,426,133
1292043,469,151
1121090,549,138
272558,449,100
1329377,782,367
1367477,422,140
1522318,397,75
1402,500,145
279010,485,138
1402,480,146
1402,501,155
1402,501,155
1402,482,145
1211814,519,118
1034347,514,124
592022,531,139
1348623,487,124
1138452,509,125
545693,503,130
1404,509,132
1006007,503,126
1051501,452,173
526990,747,401
526972,784,420
1405,438,158
1053197,438,156
1053198,734,389
1053199,734,389
526997,463,151
1053227,743,391
1053246,746,404
1053247,744,402
1202533,511,138
1386,495,157
766760,470,130
398511,456,109
64104,503,158
526998,455,158
526999,449,159
536229,487,136
315750,731,362
1408,466,146
1499680,462,102
1478,573,160
665952,443,119
1274524,507,155
665957,493,156
1476857,517,139
1423,499,159
936156,491,151
1423,498,166
1220533,488,150
224308,495,164
645657,466,145
703612,473,154
1051503,462,150
655816,471,154
1052585,480,149
135461,477,151
1147161,489,150
1302650,492,153
1192196,486,149
535025,486,152
535026,486,153
