592010,328
1120917,322
329726,449
258515,316
879566,394
509191,364
290052,342
52694,432
1009370,487
1003200,566
762376,623
85698,576
85698,576
85698,576
85698,576
1216976,532
85698,572
1120920,294
591001,436
568816,386
1852375,419
1111120,380
904,446
1203555,373
1382359,401
240015,384
343013,443
696749,479
886888,481
1293574,480
1216295,480
592014,461
525243,465
525242,478
903937,476
1221244,472
1221245,478
1221247,474
1221248,478
1221249,478
1221250,477
1221251,477
1221252,460
1221253,480
1221254,480
1221255,491
1221256,478
1221257,475
1221258,494
1221259,474
1221260,476
1221261,481
1221262,480
1221263,477
1221264,478
1221265,476
1221266,480
1221267,481
1221269,467
1221270,477
1221271,481
1221273,475
1221274,476
1221275,485
1221276,485
1221277,485
1221278,476
1221279,474
1221280,475
1221286,478
1221287,477
1221288,479
480119,516
1168588,480
1222031,480
886886,475
557600,472
470,467
1168590,478
1222033,477
1168591,475
1222032,490
1116235,497
1116236,479
557601,475
1200351,480
992402,478
1094475,475
1094478,476
1094479,476
1094480,486
1094482,476
1094483,469
1094486,487
1094487,476
1224165,476
1224166,487
992404,480
992405,471
1094469,478
1094470,467
1198108,477
1224747,479
405416,477
1217638,481
400667,469
575584,477
509173,470
1210907,478
903895,466
903924,468
903912,478
903899,476
903911,478
903905,471
903906,469
903914,469
1455315,480
889738,489
497978,470
1278070,481
903920,480
903904,484
903896,487
903897,510
903922,479
903923,463
903927,477
903908,470
903936,478
903898,473
903921,459
903909,468
1217642,480
1217639,496
1217643,482
1217644,486
1217640,467
1217630,482
1217645,479
1217646,480
1217631,462
1217632,481
1217633,488
1217634,475
1217635,471
1217636,490
1217647,465
1217637,469
1217641,487
1217627,488
1217628,470
1217629,485
903907,478
903890,477
903926,477
903933,484
903932,477
903901,463
903929,485
903902,486
903930,482
903892,483
903910,476
903935,465
903889,484
903893,495
903903,489
903894,479
903934,481
509170,456
980514,480
1100841,477
933263,494
933265,497
981329,478
903919,478
903913,475
903925,482
903931,482
945555,476
1223564,477
1224141,476
1217653,745
1217690,718
981331,473
1217654,738
871585,533
575585,759
1235833,781
1221293,758
1221294,750
1221295,763
1217655,432
106649,425
1330038,428
1217656,447
707232,742
1217659,763
1217986,491
1221297,752
1221299,755
1217662,695
1217663,717
575586,490
1217666,655
1217664,653
1217665,662
575587,469
1311804,707
28090,424
981327,676
1217668,687
1217669,688
575588,704
1221307,707
1046625,416
1217670,464
106654,464
1217673,753
1217691,755
1217689,497
48296,472
1311774,781
1086014,796
48296,485
1221309,760
48296,471
981334,753
1217674,519
575589,745
596318,740
1221310,732
903900,777
525244,457
903928,466
575564,459
575565,515
903915,455
903918,472
416269,409
1224142,618
228399,662
754259,659
754260,666
754261,625
754262,620
754254,625
871925,602
434271,621
754255,627
754256,633
537457,617
754258,665
131109,325
888050,343
883069,320
66228,308
1120942,342
1120943,333
435830,361
178339,302
1673722,283
1120944,369
1227262,354
1321818,384
1167628,348
1125718,348
52773,266
1655,316
1115803,404
411466,343
649742,523
871541,425
544580,327
1325934,317
1203556,309
1105029,312
936548,309
1118058,335
521393,352
883077,352
525246,372
1284679,342
562973,393
1796620,327
1384484,346
446660,315
1796610,315
1247726,522
525247,303
655812,432
1175629,569
1033730,364
878320,472
648,414
648,420
1268076,725
1268080,734
1073377,750
1268075,406
1268074,740
1268077,756
1268079,752
644,383
1288394,765
644,408
1232673,737
380703,446
1458276,456
651,446
1208104,499
1073382,773
1073384,747
1073383,747
1073385,747
654,439
998088,464
654,448
1197906,529
985008,636
679198,643
634176,416
732,406
739,426
888057,424
176299,548
1082932,487
1050720,496
1281779,482
349741,339
239935,322
1574264,369
1574265,368
511,440
1218102,511
1156918,474
511,434
312309,440
388396,453
316275,426
679935,360
1211813,360
626932,390
742725,388
239759,366
239759,369
1118061,379
1203611,402
328813,393
328813,386
328813,372
328813,371
328813,390
328813,393
328813,393
1816676,351
445970,256
1033732,366
328814,350
328814,350
328814,346
717959,381
1499682,394
239759,470
908612,368
1465754,379
1033731,359
645887,426
1408422,447
1050201,297
883081,305
679199,295
626522,328
419015,228
1120979,226
1321816,223
1120746,431
1005740,435
157733,445
649746,446
1120988,416
879306,527
561177,379
1673719,289
525254,294
1284686,326
1118056,361
879305,450
525919,369
1720199,295
1033733,340
525255,333
33036,306
655811,390
445971,359
861450,382
2088,291
932217,414
1347392,439
1120996,411
411490,528
105841,377
105841,374
105841,390
105841,376
649757,370
649756,396
649756,393
649756,448
649756,429
649756,392
649756,414
649756,400
649756,407
207244,439
207244,526
1121323,306
991789,338
445972,496
169435,398
169435,397
169435,398
244127,391
1235835,438
1120998,336
649747,500
644284,347
1036172,604
944546,597
888827,369
367737,360
872965,351
1121019,448
997872,318
521095,300
553184,345
82135,209
525256,207
866774,201
678932,375
1178544,494
1076692,470
692420,517
326423,465
1001582,516
1198291,482
999891,509
1034836,509
1126211,490
1499685,445
723888,788
723889,783
720555,791
743710,490
743711,788
903520,791
723892,803
882455,803
876283,787
334727,797
720556,805
720557,800
720558,803
1452,497
882453,777
1239783,754
572264,806
451709,777
526967,763
526979,812
405533,752
526992,786
526993,789
526994,434
405534,384
526991,796
405535,803
1053166,789
526980,774
222523,762
226900,720
526977,764
405532,741
1085389,742
1053167,772
1053169,762
1053170,772
1053171,771
1053172,778
1053173,771
1053174,772
1053175,771
1053176,771
1053177,763
1053178,751
1053179,685
1053181,689
1085388,755
1053182,749
1053183,773
1053184,757
1053185,749
1053186,753
1053187,752
1053188,761
1053189,698
1053190,755
1053192,764
1053193,693
1053195,690
526978,766
526976,743
526974,753
526975,773
526970,763
637380,750
1053196,757
288681,759
1126681,745
526989,766
347495,745
1396,453
1217984,775
269801,763
405531,334
451708,738
1053200,752
1053201,784
1053202,751
1053203,762
1053204,753
1053205,724
1053206,757
1053207,771
1053208,756
1053209,751
1053211,734
1053212,748
718220,765
1053213,767
1053214,766
1053215,759
1053216,765
1053217,736
1163722,758
526973,791
526969,755
1053218,700
1053219,709
1053220,741
1053221,766
1053222,777
334406,759
451707,756
361100,761
526968,780
526982,763
526981,759
526983,460
526984,765
526985,760
526986,413
526988,755
526987,756
699184,432
718221,736
315749,744
718222,746
1053223,768
1053224,723
718223,746
1053225,743
1053226,739
1053228,778
1053229,708
1053230,763
1053231,709
1053232,763
1053233,740
1053234,416
1053235,779
718224,743
1053236,764
1053237,750
1053238,766
1053239,736
1053240,766
1053241,757
1053242,746
1053243,755
1053244,742
1053245,750
1085379,686
1085386,687
1053248,744
1053249,774
1053250,751
405917,754
